City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
146,gigmoto,13.7796,124.39,75.7,91,50,9.53,PH,1712438036
147,puerto ayora,-0.7393,-90.3518,84.16,90,71,5.01,EC,1712437771
148,yellowknife,62.456,-114.3525,33.57,74,97,11.99,CA,1712438037
149,chimore,-16.9833,-65.1333,84.6,78,90,1.36,BO,1712438037
150,bredasdorp,-34.5322,20.0403,61.45,79,89,23.15,ZA,1712438038
151,wilkie,52.4168,-108.7014,48.88,71,100,8.14,CA,1712438038
152,ipameri,-17.7219,-48.1597,75.99,77,67,7.09,BR,1712438039
153,esmeraldas,-19.7625,-44.3139,81.46,70,8,1.48,BR,1712438040
154,hermanus,-34.4187,19.2345,58.8,76,56,26.8,ZA,1712438040
155,cherskiy,68.75,161.3,-5.22,99,98,3.62,RU,1712438041
156,praia da vitoria,38.7333,-27.0667,59.76,87,100,21.21,PT,1712438041
157,ostrovnoy,68.0531,39.5131,16.05,97,100,6.02,RU,1712438042
158,ugoofaaru,5.6667,73.0,83.66,78,100,8.03,MV,1712438042
159,shubarshi,48.5872,57.1869,54.16,64,100,10.6,KZ,1712438042
160,nome,64.5011,-165.4064,30.27,74,100,12.66,US,1712438043
161,anadyr,64.75,177.4833,-5.01,83,0,13.42,RU,1712438043
162,hithadhoo,-0.6,73.0833,81.12,78,100,11.07,MV,1712438044
163,agadir,30.4202,-9.5982,66.65,65,100,5.14,MA,1712437834
164,mahur,25.1667,93.1167,69.37,90,80,3.29,IN,1712438045
165,dakar,14.6937,-17.4441,68.88,89,31,14.29,SN,1712437839
166,vilyuysk,63.7553,121.6247,-18.15,100,89,3.96,RU,1712438046
167,yumen,40.2833,97.2,44.04,42,4,3.62,CN,1712438046
168,praia,14.9215,-23.5087,73.94,73,40,19.57,CV,1712438047
169,minot,48.2325,-101.2963,61.02,36,0,26.46,US,1712438047
170,tasiilaq,65.6145,-37.6368,24.96,83,7,5.59,GL,1712437903
171,asau,46.4333,26.4,49.28,91,21,4.45,RO,1712438048
172,valparaiso,-33.0393,-71.6273,81.14,58,0,10.36,CL,1712438048
173,roma,43.2128,-75.4557,46.69,59,100,11.5,US,1712437777
174,verkhnevilyuysk,63.4453,120.3167,-16.33,100,94,3.83,RU,1712438049
175,bengkulu,-3.8004,102.2655,77.18,89,100,3.27,ID,1712437835
176,qabaqcol,41.72,46.2647,51.84,90,100,2.35,AZ,1712438050
177,leon,21.1167,-101.6667,84.25,12,100,15.99,MX,1712437985
178,jalu,29.0331,21.5482,65.89,45,0,14.29,LY,1712438051
179,santa cruz,-17.8,-63.1667,88.18,52,97,9.13,BO,1712438049
180,sergeyevka,53.88,67.4158,32.02,82,100,11.74,KZ,1712438051
181,ancud,-41.8697,-73.8203,55.53,93,99,11.7,CL,1712437948
182,chapais,49.7834,-74.8492,40.96,63,27,8.5,CA,1712438052
183,honningsvag,70.9821,25.9704,29.95,93,100,11.5,NO,1712438052
184,sobolevo,54.4299,31.8996,51.53,87,100,3.36,RU,1712438053
185,airai,-8.9266,125.4092,65.08,93,87,1.95,TL,1712438053
186,kathu,7.9178,98.3332,80.42,78,100,4.0,TH,1712438052
187,dalian,38.9122,121.6022,60.73,51,0,2.24,CN,1712438040
188,birin,26.8865,88.0718,60.8,30,98,7.31,NP,1712438054
189,itacare,-14.2775,-38.9967,81.77,76,3,11.23,BR,1712437968
190,liberty,31.8335,-81.5004,68.25,41,42,5.7,US,1712438055
191,vardo,70.3705,31.1107,19.38,79,100,16.11,NO,1712438055
192,mumford,5.2618,-0.759,82.98,84,25,9.44,GH,1712438056
193,ippy,6.2679,21.2247,69.21,99,98,2.64,CF,1712438056
194,baoning,25.3378,110.026,59.65,98,100,1.77,CN,1712438057
195,torbay,47.6666,-52.7314,35.89,92,99,5.99,CA,1712438057
196,maumere,-8.6199,122.2111,79.36,87,85,5.95,ID,1712438057
197,siniscola,40.5719,9.6922,53.15,66,11,5.32,IT,1712438058
198,chandbali,20.7833,86.7667,80.29,81,11,3.76,IN,1712438058
199,bambous virieux,-20.3428,57.7575,79.2,88,4,4.38,MU,1712438058
200,conakry,9.538,-13.6773,79.52,82,86,9.13,GN,1712437833
201,akureyri,65.6835,-18.0878,21.79,96,100,6.35,IS,1712438059
202,obo,5.3998,26.4869,71.17,94,100,3.22,CF,1712437877
203,goderich,43.7501,-81.7165,44.91,80,7,16.28,CA,1712438060
204,wajima,37.4,136.9,52.14,77,33,4.12,JP,1712438060
205,san cristobal,7.7669,-72.225,86.18,53,93,6.6,VE,1712438061
206,novobirilyussy,56.9514,90.6661,33.84,96,100,3.62,RU,1712438061
207,polyanka,50.2584,27.6881,48.85,86,36,6.15,UA,1712438062
208,saldanha,-33.0117,17.9442,60.89,67,55,14.56,ZA,1712438063
209,namatanai,-3.6667,152.4333,80.67,85,96,7.74,PG,1712438063
210,barbosa ferraz,-24.03,-52.0117,83.28,55,45,7.87,BR,1712438063
211,sao gabriel,-30.3364,-54.32,71.38,56,100,11.61,BR,1712438064
212,srednekolymsk,67.45,153.6833,-3.28,98,96,4.99,RU,1712438064
213,mana,5.6592,-53.7767,81.64,76,100,8.79,GF,1712438065
214,chuy,-33.6971,-53.4616,65.62,69,100,8.55,UY,1712438065
215,saint george,37.1041,-113.5841,58.42,22,0,18.41,US,1712437803
216,vallenar,-28.5708,-70.7581,84.51,22,0,6.58,CL,1712438066
217,nouadhibou,20.931,-17.0347,67.98,88,0,16.11,MR,1712438066
218,gat,31.61,34.7642,63.28,90,3,2.98,IL,1712437863
219,laguna,38.421,-121.4238,63.1,49,20,8.05,US,1712438067
220,jiazi,22.8779,116.067,72.36,91,99,11.61,CN,1712438067
221,caravelas,-17.7125,-39.2481,77.05,76,6,7.45,BR,1712438067
222,petropavlovsk-kamchatskiy,53.0452,158.6483,25.39,74,0,14.0,RU,1712438068
223,castro,-24.7911,-50.0119,68.25,73,99,11.45,BR,1712437825
224,datong,40.0936,113.2914,48.67,41,25,1.57,CN,1712437794
225,emerald,-23.5333,148.1667,67.33,99,97,7.76,AU,1712437940
226,numan,9.4667,12.0333,89.64,28,0,3.85,NG,1712438070
227,qaanaaq,77.484,-69.3632,14.72,92,97,2.39,GL,1712437920
228,cerro largo,-28.1486,-54.7381,86.56,47,62,6.17,BR,1712438071
229,mercedes,-34.6515,-59.4307,69.85,75,100,5.37,AR,1712438071
230,nuzvid,16.7833,80.85,78.67,70,3,3.38,IN,1712438071
231,caldwell,43.6629,-116.6874,49.05,60,75,10.36,US,1712437291
232,copiapo,-27.3667,-70.3333,79.7,32,0,6.91,CL,1712437855
233,portland,45.5234,-122.6762,50.59,86,100,14.97,US,1712437760
234,sumbe,-11.2061,13.8437,79.02,87,96,6.2,AO,1712438073
235,katiola,8.1333,-5.1,83.55,60,98,3.87,CI,1712438073
236,santa rosa,14.3122,121.1114,81.95,85,38,11.05,PH,1712437866
237,surgut,61.25,73.4167,11.91,66,0,6.71,RU,1712438072
238,pahrump,36.2083,-115.9839,58.32,21,0,11.01,US,1712438074
239,half moon bay,37.4636,-122.4286,62.91,54,0,14.97,US,1712437906
240,mehamn,71.0357,27.8492,26.55,86,40,19.57,NO,1712438075
241,tilichiki,60.4667,166.1,0.63,88,62,10.0,RU,1712438076
242,mitsamiouli,-11.3847,43.2844,83.17,80,97,6.11,KM,1712438076
243,sur,22.5667,59.5289,80.19,43,0,7.7,OM,1712438076
244,hovd,48.0056,91.6419,40.48,48,9,3.13,MN,1712438077
245,olga,43.7444,135.2892,38.25,80,41,4.59,RU,1712438077
246,kalmunai,7.4167,81.8167,79.43,86,100,4.0,LK,1712438077
247,piacabucu,-10.4056,-36.4344,81.05,77,18,6.51,BR,1712438078
248,achinsk,56.2694,90.4993,43.7,89,100,3.0,RU,1712438078
249,warrington,53.3925,-2.5802,52.86,92,20,14.97,GB,1712438078
250,barra do garcas,-15.89,-52.2567,81.84,74,43,4.9,BR,1712438079
251,georgetown,5.4112,100.3354,84.13,74,20,2.3,MY,1712438049
252,greenfield,42.9614,-88.0126,55.26,43,0,10.36,US,1712437964
253,rockland,41.1668,-74.0496,51.94,48,100,3.0,US,1712437839
254,awbari,26.5921,12.7805,73.18,18,0,9.04,LY,1712438080
255,olafsvik,64.8945,-23.7142,29.7,65,76,37.67,IS,1712437958
256,tefe,-3.3542,-64.7114,82.51,78,40,9.22,BR,1712438081
257,kirkwall,58.9848,-2.9587,49.96,81,100,12.66,GB,1712438082
258,bethel,41.3712,-73.414,51.03,55,100,11.5,US,1712437890
259,thompson,55.7435,-97.8558,46.4,86,100,8.23,CA,1712438082
260,ust-tsilma,65.441,52.1498,23.61,94,100,11.01,RU,1712438083
261,mamlyutka,54.9375,68.5394,27.25,79,54,12.59,KZ,1712438083
262,ogbomosho,8.133,4.25,78.03,84,99,7.09,NG,1712438083
263,omboue,-1.5746,9.2618,78.04,92,100,6.62,GA,1712438084
264,mashivka,49.4431,34.8669,51.78,88,97,6.96,UA,1712438084
265,codrington,-38.2667,141.9667,56.8,96,87,2.53,AU,1712438085
266,avarua,-21.2078,-159.775,77.05,94,100,6.91,CK,1712438085
267,vrangel,42.7297,133.0839,39.63,88,18,3.78,RU,1712438085
268,grand gaube,-20.0064,57.6608,79.36,91,0,9.01,MU,1712438086
269,zhicheng,30.2956,111.5047,56.3,86,62,4.12,CN,1712438086
270,sitka,57.0531,-135.33,42.69,70,75,6.91,US,1712437803
271,kimbe,-5.5502,150.1429,78.31,91,95,2.91,PG,1712438087
272,teknaf,20.8624,92.3058,76.8,91,17,1.1,BD,1712438087
273,andenes,69.3143,16.1194,26.92,68,54,14.97,NO,1712438088
274,quelimane,-17.8786,36.8883,76.73,90,5,4.79,MZ,1712438088
275,saint-francois,46.4154,3.9054,69.24,36,0,19.57,FR,1712437800
276,asfi,32.2994,-9.2372,63.72,92,100,10.94,MA,1712438089
277,sai buri,6.7013,101.6168,74.97,88,81,4.52,TH,1712438089
278,trebinje,42.7119,18.3442,55.76,94,0,4.61,BA,1712438090
279,lubao,14.9167,120.55,75.24,85,11,4.47,PH,1712438090
280,kodiak,57.79,-152.4072,29.71,93,100,0.0,US,1712438090
281,shush,32.1942,48.2436,76.44,23,12,6.76,IR,1712438091
282,wanxian,30.8039,108.3897,61.11,96,100,2.75,CN,1712438091
283,naryan-mar,67.6713,53.087,21.11,94,100,15.01,RU,1712438091
284,boende,-0.2167,20.8667,70.41,97,100,1.61,CD,1712438092
285,khorramshahr,30.4397,48.1664,78.84,31,88,11.43,IR,1712438092
286,shimoda,34.6667,138.95,55.11,87,87,6.13,JP,1712438093
287,tura,25.5198,90.2201,73.98,86,14,6.17,IN,1712438026
288,cloquet,46.7216,-92.4594,52.99,37,0,17.27,US,1712438094
289,dikson,73.5069,80.5464,-2.6,97,99,12.57,RU,1712438094
290,kargil,34.5667,76.1,12.96,79,93,3.8,IN,1712438094
291,barabai,-2.5833,115.3833,75.25,99,100,1.12,ID,1712438095
292,tessalit,20.1986,1.0114,82.78,7,0,8.66,ML,1712438095
293,mnogovershinnyy,53.9353,139.9242,22.32,97,66,4.21,RU,1712438095
294,buin,-33.7333,-70.75,82.67,27,0,6.55,CL,1712438096
295,fortuna,40.5982,-124.1573,55.65,62,100,0.0,US,1712438096
296,sungairaya,0.7,108.9,78.85,84,100,2.55,ID,1712438096
297,lagoa,39.05,-27.9833,56.68,88,100,29.04,PT,1712438097
298,xambioa,-6.4111,-48.5364,74.68,99,100,3.33,BR,1712438097
299,malayal,7.208,121.942,81.03,82,100,0.13,PH,1712438098
300,ulaangom,49.9811,92.0667,24.01,93,76,2.08,MN,1712438098
301,luderitz,-26.6481,15.1594,58.53,86,0,16.67,NA,1712438098
302,lujiang,31.2581,117.2817,55.09,94,100,3.31,CN,1712438099
303,tara,56.8944,74.371,17.73,76,27,11.95,RU,1712438099
304,broome,42.2506,-75.833,47.57,66,100,16.11,US,1712438099
305,itarema,-2.9248,-39.9167,79.92,82,81,5.86,BR,1712438100
306,lazaro cardenas,17.9583,-102.2,83.44,49,15,12.37,MX,1712438100
307,finote selam,10.7,37.2667,74.25,37,100,10.89,ET,1712438100
308,rincon,32.296,-81.2354,66.9,35,75,9.22,US,1712438101
309,inverell,-29.7833,151.1167,60.67,97,88,0.02,AU,1712438101
310,hambantota,6.1241,81.1185,81.54,82,100,1.57,LK,1712438101
311,jumla,29.2747,82.1838,41.76,61,99,3.53,NP,1712438103
312,te anau,-45.4167,167.7167,48.36,88,65,1.34,NZ,1712438104
313,sao filipe,14.8961,-24.4956,75.87,72,63,5.1,CV,1712438104
314,marbella,36.5154,-4.8858,71.26,51,100,6.91,ES,1712437960
315,siguiri,11.6667,-9.5,95.47,29,67,0.89,GN,1712438105
316,maningrida,-12.0667,134.2667,75.42,81,100,7.92,AU,1712438106
317,machaneng,-23.1862,27.4886,68.49,77,47,11.43,BW,1712437877
318,pacific grove,36.6177,-121.9166,62.02,57,0,8.05,US,1712438107
319,contamana,-7.3333,-75.0167,87.87,60,91,5.86,PE,1712438107
320,seminole,28.7086,-81.2081,78.42,44,0,13.8,US,1712438107
321,axim,4.8699,-2.2405,82.78,82,4,7.85,GH,1712438108
322,saint anthony,45.0205,-93.218,60.75,34,0,21.85,US,1712438108
323,vakhrushev,48.9833,142.9667,36.01,91,100,12.53,RU,1712438108
324,soure,-0.7167,-48.5233,80.8,83,98,7.07,BR,1712438109
325,lata,40.1629,-8.3327,60.08,84,100,1.74,PT,1712438109
326,livingston,55.9029,-3.5226,51.85,74,20,24.16,GB,1712437915
327,micheweni,-4.9667,39.8333,80.83,87,100,12.41,TZ,1712438110
328,mount isa,-20.7333,139.5,65.97,52,98,10.36,AU,1712438110
329,ayr,55.4627,-4.6339,52.32,76,75,23.02,GB,1712438111
330,matara,5.9485,80.5353,79.66,87,100,1.05,LK,1712438111
331,chernigovka,44.3389,132.5728,41.36,77,17,6.02,RU,1712438112
332,ballina,-28.8667,153.5667,71.78,94,99,3.42,AU,1712438112
333,port-de-bouc,43.4,4.9833,64.62,55,0,8.05,FR,1712438112
334,nantucket,41.2835,-70.0995,41.14,85,100,21.85,US,1712438026
335,nova olimpia,-14.7972,-57.2881,84.38,73,90,3.02,BR,1712438113
336,hualmay,-11.0964,-77.6139,75.49,77,59,12.73,PE,1712438113
337,port lincoln,-34.7333,135.8667,58.84,68,100,8.63,AU,1712438114
338,urumqi,43.801,87.6005,45.55,49,0,6.71,CN,1712438115
339,cao bang,22.6667,106.25,69.03,98,100,3.27,VN,1712438115
340,ourossogui,15.6064,-13.3211,92.05,14,33,10.47,SN,1712438115
341,champerico,14.3,-91.9167,91.94,64,5,13.8,GT,1712438116
342,san policarpo,12.1791,125.5072,79.65,81,95,8.7,PH,1712438116
343,svetlogorsk,52.6333,29.7333,48.22,92,63,6.11,BY,1712438116
344,east london,-33.0153,27.9116,65.28,74,100,13.76,ZA,1712438117
345,nemuro,43.3236,145.575,39.04,92,100,17.38,JP,1712438117
346,saint-denis,48.9167,2.3333,66.97,52,0,5.75,FR,1712438118
347,lahij,13.1667,44.5833,79.36,54,39,5.17,YE,1712438118
348,mecca,21.4267,39.8261,84.97,50,47,4.03,SA,1712438119
349,panama city,8.9936,-79.5197,87.75,69,40,11.5,PA,1712437927
350,tsiroanomandidy,-18.7667,46.0333,69.17,80,1,1.45,MG,1712438119
351,taoudenni,22.6783,-3.9836,88.99,8,0,8.52,ML,1712438120
352,aitape,-3.1374,142.3475,77.86,89,44,4.45,PG,1712438120
353,pareora,-44.4871,171.2132,54.18,93,34,7.65,NZ,1712438121
354,batagay-alyta,67.8006,130.4114,-15.25,99,84,4.16,RU,1712438121
355,shakawe,-18.3667,21.85,71.17,73,78,2.01,BW,1712438121
356,akdepe,42.0551,59.3788,61.75,41,99,4.16,TM,1712438122
357,port hedland,-20.3167,118.5667,69.85,30,100,8.05,AU,1712438122
358,upernavik,72.7868,-56.1549,17.56,95,100,8.81,GL,1712438123
359,kavaratti,10.5669,72.642,84.06,71,56,4.88,IN,1712438124
360,college,64.8569,-147.8028,37.17,57,75,5.75,US,1712438124
361,safford,32.834,-109.7076,58.75,28,0,13.8,US,1712438125
362,agadez,19.75,10.25,87.3,9,0,9.95,NE,1712438125
363,nyuksenitsa,60.4128,44.2397,30.88,66,100,9.73,RU,1712438125
364,emba,48.8264,58.1442,53.82,57,100,9.57,KZ,1712438126
365,thessalon,46.2501,-83.5666,53.89,54,4,9.19,CA,1712438126
366,kathmandu,27.7167,85.3167,61.02,51,20,2.3,NP,1712437833
367,sao felix do xingu,-6.6447,-51.995,78.82,84,48,4.32,BR,1712437832
368,norman wells,65.282,-126.8329,32.22,90,100,6.46,CA,1712438127
369,cidreira,-30.1811,-50.2056,70.86,61,51,15.1,BR,1712438128
370,kursavka,44.4564,42.5093,46.4,62,39,3.31,RU,1712438128
371,paracatu,-17.2222,-46.8747,78.22,68,86,3.85,BR,1712438129
372,sandane,61.7728,6.215,49.41,93,100,2.3,NO,1712438129
373,leningradskiy,69.3833,178.4167,3.0,81,89,5.26,RU,1712438130
374,bilma,18.6853,12.9164,88.86,9,27,8.52,NE,1712438130
375,qasigiannguit,68.8193,-51.1922,25.05,77,100,2.84,GL,1712438130
376,gizo,-8.103,156.8419,82.35,80,92,7.63,SB,1712438131
377,eureka,40.8021,-124.1637,55.92,60,100,8.99,US,1712437500
378,saint-georges,12.0564,-61.7485,83.12,71,71,13.53,GD,1712438067
379,san quintin,30.4833,-115.95,59.13,54,0,19.77,MX,1712438104
380,sao joao da barra,-21.6403,-41.0511,78.89,79,1,11.72,BR,1712438132
381,burnie,-41.0667,145.9167,57.45,78,100,3.42,AU,1712437833
382,luganville,-15.5333,167.1667,80.37,82,93,12.15,VU,1712438134
383,shitanjing,39.2342,106.3439,51.91,32,97,4.12,CN,1712438134
384,znamenskoye,57.1281,73.8282,18.81,71,35,10.83,RU,1712438134
